"X","trialNum","rt","subject","condition","Focal1","Focal2","Focal3","ParticipantNum","InducerL","InducerR","ConcurrentL","ConcurrentR","choice","DataSet"
26,27,4651,"luDEdS0mFw","Color-16","Color","","","16","Size-Circles-L","Size-Circles-H","Color-YB-L","Color-YB-H",1,"Color"
27,28,13691,"luDEdS0mFw","Color-16","Color","","","16","Amp-Tone-H","Amp-Tone-L","Color-RB-H","Color-RB-L",0,"Color"
28,29,12550,"luDEdS0mFw","Color-16","Color","","","16","Color-RY-L","Color-RY-H","Affect-SC-H","Affect-SC-L",1,"Color"
29,30,4085,"luDEdS0mFw","Color-16","Color","","","16","Shape-BK1-H","Shape-BK1-L","Color-RB-H","Color-RB-L",0,"Color"
30,31,6437,"luDEdS0mFw","Color-16","Color","","","16","Speed-SP1-H","Speed-SP1-L","Color-RB-H","Color-RB-L",0,"Color"
31,32,5285,"luDEdS0mFw","Color-16","Color","","","16","Color-YB-L","Color-YB-H","Speed-SP1-L","Speed-SP1-H",0,"Color"
32,33,3750,"luDEdS0mFw","Color-16","Color","","","16","Color-RY-L","Color-RY-H","Brightness-Circles-H","Brightness-Circles-L",0,"Color"
33,34,3766,"luDEdS0mFw","Color-16","Color","","","16","Color-RB-H","Color-RB-L","Affect-SC-H","Affect-SC-L",0,"Color"
34,35,4734,"luDEdS0mFw","Color-16","Color","","","16","Color-RY-L","Color-RY-H","Size-Circles-H","Size-Circles-L",0,"Color"
35,36,2493,"luDEdS0mFw","Color-16","Color","","","16","Color-RB-H","Color-RB-L","Shape-BK1-H","Shape-BK1-L",0,"Color"
36,37,4468,"luDEdS0mFw","Color-16","Color","","","16","Noise-Piano-L","Noise-Piano-H","Color-YB-L","Color-YB-H",0,"Color"
37,38,5118,"luDEdS0mFw","Color-16","Color","","","16","Affect-SC-L","Affect-SC-H","Color-RY-H","Color-RY-L",1,"Color"
38,39,6079,"luDEdS0mFw","Color-16","Color","","","16","Brightness-Circles-H","Brightness-Circles-L","Color-RG-L","Color-RG-H",1,"Color"
39,40,6437,"luDEdS0mFw","Color-16","Color","","","16","Color-RB-H","Color-RB-L","Brightness-Circles-H","Brightness-Circles-L",0,"Color"
40,41,4853,"luDEdS0mFw","Color-16","Color","","","16","Speed-SP1-H","Speed-SP1-L","Color-RG-L","Color-RG-H",1,"Color"
41,42,4228,"luDEdS0mFw","Color-16","Color","","","16","Pitch-Tone-H","Pitch-Tone-L","Color-RB-H","Color-RB-L",0,"Color"
42,43,4157,"luDEdS0mFw","Color-16","Color","","","16","Shape-BK1-L","Shape-BK1-H","Color-RY-H","Color-RY-L",1,"Color"
43,44,26570,"luDEdS0mFw","Color-16","Color","","","16","Noise-Piano-H","Noise-Piano-L","Color-RB-H","Color-RB-L",0,"Color"
44,45,4565,"luDEdS0mFw","Color-16","Color","","","16","Affect-SC-H","Affect-SC-L","Color-RG-L","Color-RG-H",1,"Color"
45,46,5315,"luDEdS0mFw","Color-16","Color","","","16","Color-RB-H","Color-RB-L","Pitch-Tone-H","Pitch-Tone-L",0,"Color"
46,47,7203,"luDEdS0mFw","Color-16","Color","","","16","Amp-Tone-L","Amp-Tone-H","Color-RY-H","Color-RY-L",1,"Color"
47,48,4277,"luDEdS0mFw","Color-16","Color","","","16","Color-YB-L","Color-YB-H","Brightness-Circles-L","Brightness-Circles-H",0,"Color"
48,49,6363,"luDEdS0mFw","Color-16","Color","","","16","Noise-Piano-L","Noise-Piano-H","Color-RY-H","Color-RY-L",1,"Color"
49,50,5857,"luDEdS0mFw","Color-16","Color","","","16","Brightness-Circles-H","Brightness-Circles-L","Color-RB-H","Color-RB-L",0,"Color"
50,51,2667,"luDEdS0mFw","Color-16","Color","","","16","Color-YB-L","Color-YB-H","Shape-BK1-L","Shape-BK1-H",0,"Color"
51,52,5509,"luDEdS0mFw","Color-16","Color","","","16","Color-YB-L","Color-YB-H","Size-Circles-L","Size-Circles-H",1,"Color"
52,53,4483,"luDEdS0mFw","Color-16","Color","","","16","Color-YB-L","Color-YB-H","Pitch-Tone-L","Pitch-Tone-H",0,"Color"
53,54,4747,"luDEdS0mFw","Color-16","Color","","","16","Color-RG-H","Color-RG-L","Pitch-Tone-L","Pitch-Tone-H",1,"Color"
54,55,10187,"luDEdS0mFw","Color-16","Color","","","16","Amp-Tone-H","Amp-Tone-L","Color-RG-L","Color-RG-H",1,"Color"
55,56,4285,"luDEdS0mFw","Color-16","Color","","","16","Shape-BK1-H","Shape-BK1-L","Color-RG-L","Color-RG-H",1,"Color"
56,57,3740,"luDEdS0mFw","Color-16","Color","","","16","Size-Circles-L","Size-Circles-H","Color-RY-H","Color-RY-L",0,"Color"
57,58,3254,"luDEdS0mFw","Color-16","Color","","","16","Color-RG-H","Color-RG-L","Affect-SC-L","Affect-SC-H",1,"Color"
58,59,3061,"luDEdS0mFw","Color-16","Color","","","16","Color-RG-H","Color-RG-L","Speed-SP1-L","Speed-SP1-H",1,"Color"
59,60,4172,"luDEdS0mFw","Color-16","Color","","","16","Color-RG-H","Color-RG-L","Size-Circles-L","Size-Circles-H",0,"Color"
60,61,4268,"luDEdS0mFw","Color-16","Color","","","16","Color-RB-H","Color-RB-L","Amp-Tone-H","Amp-Tone-L",0,"Color"
61,62,8379,"luDEdS0mFw","Color-16","Color","","","16","Color-RG-H","Color-RG-L","Noise-Piano-L","Noise-Piano-H",1,"Color"
62,63,5092,"luDEdS0mFw","Color-16","Color","","","16","Pitch-Tone-H","Pitch-Tone-L","Color-RG-L","Color-RG-H",1,"Color"
63,64,4294,"luDEdS0mFw","Color-16","Color","","","16","Color-RY-L","Color-RY-H","Shape-BK1-H","Shape-BK1-L",1,"Color"
0,1,3749,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Speed-SP2-H","Speed-SP2-L",1,"Color"
1,2,3054,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Affect-SC-H","Affect-SC-L",1,"Color"
2,3,6039,"mQxCE7FoUN","Color-23","Color","","","23","Pitch-Hum-L","Pitch-Hum-H","Color-RY-H","Color-RY-L",0,"Color"
3,4,8061,"mQxCE7FoUN","Color-23","Color","","","23","Pitch-Hum-H","Pitch-Hum-L","Color-RG-L","Color-RG-H",0,"Color"
4,5,4110,"mQxCE7FoUN","Color-23","Color","","","23","Speed-SP2-L","Speed-SP2-H","Color-RY-H","Color-RY-L",1,"Color"
5,6,2801,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Size-Squares-H","Size-Squares-L",1,"Color"
6,7,4659,"mQxCE7FoUN","Color-23","Color","","","23","Noise-Tone-H","Noise-Tone-L","Color-RG-L","Color-RG-H",1,"Color"
7,8,6597,"mQxCE7FoUN","Color-23","Color","","","23","Affect-SC-H","Affect-SC-L","Color-YB-H","Color-YB-L",0,"Color"
8,9,4233,"mQxCE7FoUN","Color-23","Color","","","23","Speed-SP2-H","Speed-SP2-L","Color-YB-H","Color-YB-L",0,"Color"
9,10,3568,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Shape-BK2-H","Shape-BK2-L",1,"Color"
10,11,3076,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Size-Squares-H","Size-Squares-L",0,"Color"
11,12,5437,"mQxCE7FoUN","Color-23","Color","","","23","Pitch-Hum-L","Pitch-Hum-H","Color-RB-L","Color-RB-H",1,"Color"
12,13,3413,"mQxCE7FoUN","Color-23","Color","","","23","Size-Squares-L","Size-Squares-H","Color-RY-H","Color-RY-L",1,"Color"
13,14,4818,"mQxCE7FoUN","Color-23","Color","","","23","Amp-Tone-H","Amp-Tone-L","Color-YB-H","Color-YB-L",0,"Color"
14,15,2888,"mQxCE7FoUN","Color-23","Color","","","23","Shape-BK2-H","Shape-BK2-L","Color-RG-L","Color-RG-H",1,"Color"
15,16,4542,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Noise-Tone-L","Noise-Tone-H",0,"Color"
16,17,3124,"mQxCE7FoUN","Color-23","Color","","","23","Shape-BK2-L","Shape-BK2-H","Color-RB-L","Color-RB-H",0,"Color"
17,18,2925,"mQxCE7FoUN","Color-23","Color","","","23","Brightness-Triangles-H","Brightness-Triangles-L","Color-RG-L","Color-RG-H",0,"Color"
18,19,4713,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Amp-Tone-H","Amp-Tone-L",0,"Color"
19,20,2678,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Affect-SC-L","Affect-SC-H",1,"Color"
20,21,3321,"mQxCE7FoUN","Color-23","Color","","","23","Brightness-Triangles-L","Brightness-Triangles-H","Color-RB-L","Color-RB-H",1,"Color"
21,22,5447,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Pitch-Hum-L","Pitch-Hum-H",1,"Color"
22,23,4483,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Amp-Tone-L","Amp-Tone-H",0,"Color"
23,24,6745,"mQxCE7FoUN","Color-23","Color","","","23","Noise-Tone-H","Noise-Tone-L","Color-YB-H","Color-YB-L",0,"Color"
24,25,6505,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Noise-Tone-L","Noise-Tone-H",1,"Color"
25,26,7170,"mQxCE7FoUN","Color-23","Color","","","23","Size-Squares-L","Size-Squares-H","Color-RB-L","Color-RB-H",0,"Color"
26,27,3534,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Speed-SP2-H","Speed-SP2-L",0,"Color"
27,28,3399,"mQxCE7FoUN","Color-23","Color","","","23","Size-Squares-H","Size-Squares-L","Color-YB-H","Color-YB-L",0,"Color"
28,29,3003,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Speed-SP2-L","Speed-SP2-H",0,"Color"
29,30,4516,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Amp-Tone-H","Amp-Tone-L",1,"Color"
30,31,4515,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Noise-Tone-H","Noise-Tone-L",1,"Color"
31,32,3120,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Shape-BK2-L","Shape-BK2-H",0,"Color"
32,33,4252,"mQxCE7FoUN","Color-23","Color","","","23","Amp-Tone-L","Amp-Tone-H","Color-RY-H","Color-RY-L",1,"Color"
33,34,3636,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Shape-BK2-H","Shape-BK2-L",0,"Color"
34,35,4912,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Noise-Tone-H","Noise-Tone-L",0,"Color"
35,36,2189,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Size-Squares-L","Size-Squares-H",0,"Color"
36,37,4167,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Amp-Tone-L","Amp-Tone-H",1,"Color"
37,38,5354,"mQxCE7FoUN","Color-23","Color","","","23","Pitch-Hum-H","Pitch-Hum-L","Color-YB-H","Color-YB-L",1,"Color"
38,39,2747,"mQxCE7FoUN","Color-23","Color","","","23","Brightness-Triangles-H","Brightness-Triangles-L","Color-YB-H","Color-YB-L",0,"Color"
39,40,2827,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Affect-SC-L","Affect-SC-H",0,"Color"
40,41,3484,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Pitch-Hum-H","Pitch-Hum-L",0,"Color"
41,42,2139,"mQxCE7FoUN","Color-23","Color","","","23","Affect-SC-L","Affect-SC-H","Color-RB-L","Color-RB-H",0,"Color"
42,43,2379,"mQxCE7FoUN","Color-23","Color","","","23","Shape-BK2-H","Shape-BK2-L","Color-YB-H","Color-YB-L",0,"Color"
43,44,3972,"mQxCE7FoUN","Color-23","Color","","","23","Amp-Tone-H","Amp-Tone-L","Color-RG-L","Color-RG-H",1,"Color"
44,45,13884,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Affect-SC-H","Affect-SC-L",0,"Color"
45,46,4104,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Brightness-Triangles-H","Brightness-Triangles-L",1,"Color"
46,47,3664,"mQxCE7FoUN","Color-23","Color","","","23","Speed-SP2-H","Speed-SP2-L","Color-RG-L","Color-RG-H",1,"Color"
47,48,1900,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Size-Squares-L","Size-Squares-H",1,"Color"
48,49,3251,"mQxCE7FoUN","Color-23","Color","","","23","Brightness-Triangles-L","Brightness-Triangles-H","Color-RY-H","Color-RY-L",1,"Color"
49,50,2734,"mQxCE7FoUN","Color-23","Color","","","23","Color-RY-L","Color-RY-H","Brightness-Triangles-H","Brightness-Triangles-L",1,"Color"
50,51,2420,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Speed-SP2-L","Speed-SP2-H",1,"Color"
51,52,4012,"mQxCE7FoUN","Color-23","Color","","","23","Noise-Tone-L","Noise-Tone-H","Color-RB-L","Color-RB-H",0,"Color"
52,53,2418,"mQxCE7FoUN","Color-23","Color","","","23","Affect-SC-L","Affect-SC-H","Color-RY-H","Color-RY-L",1,"Color"
53,54,2115,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Shape-BK2-L","Shape-BK2-H",1,"Color"
54,55,2098,"mQxCE7FoUN","Color-23","Color","","","23","Shape-BK2-L","Shape-BK2-H","Color-RY-H","Color-RY-L",1,"Color"
55,56,3242,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Pitch-Hum-L","Pitch-Hum-H",0,"Color"
56,57,3566,"mQxCE7FoUN","Color-23","Color","","","23","Noise-Tone-L","Noise-Tone-H","Color-RY-H","Color-RY-L",1,"Color"
57,58,2741,"mQxCE7FoUN","Color-23","Color","","","23","Color-RB-L","Color-RB-H","Brightness-Triangles-L","Brightness-Triangles-H",0,"Color"
58,59,2209,"mQxCE7FoUN","Color-23","Color","","","23","Color-RG-H","Color-RG-L","Brightness-Triangles-L","Brightness-Triangles-H",1,"Color"
59,60,2713,"mQxCE7FoUN","Color-23","Color","","","23","Affect-SC-H","Affect-SC-L","Color-RG-L","Color-RG-H",1,"Color"
60,61,2048,"mQxCE7FoUN","Color-23","Color","","","23","Size-Squares-H","Size-Squares-L","Color-RG-L","Color-RG-H",1,"Color"
61,62,4227,"mQxCE7FoUN","Color-23","Color","","","23","Color-YB-H","Color-YB-L","Pitch-Hum-H","Pitch-Hum-L",1,"Color"
62,63,2956,"mQxCE7FoUN","Color-23","Color","","","23","Speed-SP2-L","Speed-SP2-H","Color-RB-L","Color-RB-H",0,"Color"
63,64,3613,"mQxCE7FoUN","Color-23","Color","","","23","Amp-Tone-L","Amp-Tone-H","Color-RB-L","Color-RB-H",0,"Color"
0,1,9000,"np5qVnwWyv","Color-51","Color","","","51","Shape-BK1-H","Shape-BK1-L","Color-YB-L","Color-YB-H",0,"Color"
1,2,4438,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Size-Circles-L","Size-Circles-H",0,"Color"
2,3,6133,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Affect-EB-H","Affect-EB-L",0,"Color"
3,4,6099,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Speed-SP1-H","Speed-SP1-L",0,"Color"
4,5,6578,"np5qVnwWyv","Color-51","Color","","","51","Size-Circles-L","Size-Circles-H","Color-RG-H","Color-RG-L",1,"Color"
5,6,14978,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Pitch-Pulse-H","Pitch-Pulse-L",1,"Color"
6,7,8760,"np5qVnwWyv","Color-51","Color","","","51","Brightness-Circles-L","Brightness-Circles-H","Color-RG-H","Color-RG-L",0,"Color"
7,8,9337,"np5qVnwWyv","Color-51","Color","","","51","Noise-Hum-H","Noise-Hum-L","Color-RB-H","Color-RB-L",1,"Color"
8,9,4819,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Brightness-Circles-L","Brightness-Circles-H",1,"Color"
9,10,16428,"np5qVnwWyv","Color-51","Color","","","51","Pitch-Pulse-H","Pitch-Pulse-L","Color-RB-H","Color-RB-L",1,"Color"
10,11,8101,"np5qVnwWyv","Color-51","Color","","","51","Amp-Tone-H","Amp-Tone-L","Color-YB-L","Color-YB-H",1,"Color"
11,12,6451,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Size-Circles-H","Size-Circles-L",1,"Color"
12,13,8081,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Pitch-Pulse-L","Pitch-Pulse-H",0,"Color"
13,14,4142,"np5qVnwWyv","Color-51","Color","","","51","Brightness-Circles-L","Brightness-Circles-H","Color-RY-L","Color-RY-H",1,"Color"
14,15,6150,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Noise-Hum-H","Noise-Hum-L",1,"Color"
15,16,9066,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Amp-Tone-H","Amp-Tone-L",1,"Color"
16,17,6522,"np5qVnwWyv","Color-51","Color","","","51","Noise-Hum-L","Noise-Hum-H","Color-RG-H","Color-RG-L",0,"Color"
17,18,5845,"np5qVnwWyv","Color-51","Color","","","51","Speed-SP1-H","Speed-SP1-L","Color-RB-H","Color-RB-L",0,"Color"
18,19,6638,"np5qVnwWyv","Color-51","Color","","","51","Noise-Hum-L","Noise-Hum-H","Color-RY-L","Color-RY-H",1,"Color"
19,20,18349,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Noise-Hum-L","Noise-Hum-H",0,"Color"
20,21,4874,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Shape-BK1-H","Shape-BK1-L",0,"Color"
21,22,9108,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Shape-BK1-H","Shape-BK1-L",1,"Color"
22,23,3661,"np5qVnwWyv","Color-51","Color","","","51","Brightness-Circles-H","Brightness-Circles-L","Color-YB-L","Color-YB-H",1,"Color"
23,24,4762,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Affect-EB-L","Affect-EB-H",0,"Color"
24,25,3879,"np5qVnwWyv","Color-51","Color","","","51","Shape-BK1-L","Shape-BK1-H","Color-RY-L","Color-RY-H",0,"Color"
25,26,8942,"np5qVnwWyv","Color-51","Color","","","51","Speed-SP1-L","Speed-SP1-H","Color-RG-H","Color-RG-L",0,"Color"
26,27,6456,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Affect-EB-H","Affect-EB-L",1,"Color"
27,28,5092,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Brightness-Circles-H","Brightness-Circles-L",0,"Color"
28,29,5994,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Amp-Tone-H","Amp-Tone-L",0,"Color"
29,30,6946,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Brightness-Circles-H","Brightness-Circles-L",1,"Color"
30,31,7650,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Noise-Hum-L","Noise-Hum-H",1,"Color"
31,32,7336,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Speed-SP1-H","Speed-SP1-L",0,"Color"
32,33,3995,"np5qVnwWyv","Color-51","Color","","","51","Shape-BK1-H","Shape-BK1-L","Color-RB-H","Color-RB-L",0,"Color"
33,34,2804,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Brightness-Circles-L","Brightness-Circles-H",1,"Color"
34,35,4112,"np5qVnwWyv","Color-51","Color","","","51","Size-Circles-H","Size-Circles-L","Color-RB-H","Color-RB-L",0,"Color"
35,36,7061,"np5qVnwWyv","Color-51","Color","","","51","Amp-Tone-L","Amp-Tone-H","Color-RG-H","Color-RG-L",1,"Color"
36,37,6846,"np5qVnwWyv","Color-51","Color","","","51","Pitch-Pulse-H","Pitch-Pulse-L","Color-YB-L","Color-YB-H",0,"Color"
37,38,7703,"np5qVnwWyv","Color-51","Color","","","51","Pitch-Pulse-L","Pitch-Pulse-H","Color-RG-H","Color-RG-L",0,"Color"
38,39,4668,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Affect-EB-L","Affect-EB-H",1,"Color"
39,40,4705,"np5qVnwWyv","Color-51","Color","","","51","Speed-SP1-H","Speed-SP1-L","Color-YB-L","Color-YB-H",1,"Color"
40,41,3127,"np5qVnwWyv","Color-51","Color","","","51","Shape-BK1-L","Shape-BK1-H","Color-RG-H","Color-RG-L",1,"Color"
41,42,4053,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Shape-BK1-L","Shape-BK1-H",0,"Color"
42,43,5433,"np5qVnwWyv","Color-51","Color","","","51","Affect-EB-L","Affect-EB-H","Color-RY-L","Color-RY-H",0,"Color"
43,44,4424,"np5qVnwWyv","Color-51","Color","","","51","Brightness-Circles-H","Brightness-Circles-L","Color-RB-H","Color-RB-L",1,"Color"
44,45,5369,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Amp-Tone-L","Amp-Tone-H",0,"Color"
45,46,4810,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Speed-SP1-L","Speed-SP1-H",1,"Color"
46,47,3864,"np5qVnwWyv","Color-51","Color","","","51","Size-Circles-L","Size-Circles-H","Color-RY-L","Color-RY-H",0,"Color"
47,48,6213,"np5qVnwWyv","Color-51","Color","","","51","Affect-EB-L","Affect-EB-H","Color-RG-H","Color-RG-L",1,"Color"
48,49,7085,"np5qVnwWyv","Color-51","Color","","","51","Amp-Tone-H","Amp-Tone-L","Color-RB-H","Color-RB-L",0,"Color"
49,50,4724,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Size-Circles-L","Size-Circles-H",1,"Color"
50,51,3651,"np5qVnwWyv","Color-51","Color","","","51","Affect-EB-H","Affect-EB-L","Color-RB-H","Color-RB-L",0,"Color"
51,52,6665,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Amp-Tone-L","Amp-Tone-H",1,"Color"
52,53,3404,"np5qVnwWyv","Color-51","Color","","","51","Size-Circles-H","Size-Circles-L","Color-YB-L","Color-YB-H",1,"Color"
53,54,6177,"np5qVnwWyv","Color-51","Color","","","51","Amp-Tone-L","Amp-Tone-H","Color-RY-L","Color-RY-H",0,"Color"
54,55,6812,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Pitch-Pulse-L","Pitch-Pulse-H",1,"Color"
55,56,5237,"np5qVnwWyv","Color-51","Color","","","51","Color-YB-H","Color-YB-L","Shape-BK1-L","Shape-BK1-H",0,"Color"
56,57,6543,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Noise-Hum-H","Noise-Hum-L",0,"Color"
57,58,6259,"np5qVnwWyv","Color-51","Color","","","51","Color-RG-L","Color-RG-H","Pitch-Pulse-H","Pitch-Pulse-L",0,"Color"
58,59,5434,"np5qVnwWyv","Color-51","Color","","","51","Color-RY-L","Color-RY-H","Speed-SP1-L","Speed-SP1-H",1,"Color"
59,60,4404,"np5qVnwWyv","Color-51","Color","","","51","Affect-EB-H","Affect-EB-L","Color-YB-L","Color-YB-H",1,"Color"
60,61,5972,"np5qVnwWyv","Color-51","Color","","","51","Pitch-Pulse-L","Pitch-Pulse-H","Color-RY-L","Color-RY-H",1,"Color"
61,62,4002,"np5qVnwWyv","Color-51","Color","","","51","Color-RB-H","Color-RB-L","Size-Circles-H","Size-Circles-L",0,"Color"
62,63,5824,"np5qVnwWyv","Color-51","Color","","","51","Noise-Hum-H","Noise-Hum-L","Color-YB-L","Color-YB-H",0,"Color"
63,64,3841,"np5qVnwWyv","Color-51","Color","","","51","Speed-SP1-L","Speed-SP1-H","Color-RY-L","Color-RY-H",1,"Color"
0,1,10054,"nsRf1n4XhH","Color-11","Color","","","11","Pitch-Tone-L","Pitch-Tone-H","Color-RY-L","Color-RY-H",0,"Color"
1,2,7051,"nsRf1n4XhH","Color-11","Color","","","11","Color-RG-H","Color-RG-L","Affect-HS-L","Affect-HS-H",0,"Color"
2,3,4987,"nsRf1n4XhH","Color-11","Color","","","11","Affect-HS-L","Affect-HS-H","Color-RB-H","Color-RB-L",0,"Color"
3,4,5169,"nsRf1n4XhH","Color-11","Color","","","11","Color-YB-H","Color-YB-L","Speed-SP3-H","Speed-SP3-L",0,"Color"
4,5,6334,"nsRf1n4XhH","Color-11","Color","","","11","Color-RB-L","Color-RB-H","Size-Triangles-H","Size-Triangles-L",1,"Color"
5,6,8039,"nsRf1n4XhH","Color-11","Color","","","11","Color-RB-L","Color-RB-H","Noise-Piano-H","Noise-Piano-L",1,"Color"
6,7,6306,"nsRf1n4XhH","Color-11","Color","","","11","Pitch-Tone-L","Pitch-Tone-H","Color-RB-H","Color-RB-L",1,"Color"
7,8,8020,"nsRf1n4XhH","Color-11","Color","","","11","Brightness-Circles-L","Brightness-Circles-H","Color-RB-H","Color-RB-L",0,"Color"
8,9,9384,"nsRf1n4XhH","Color-11","Color","","","11","Amp-Tone-H","Amp-Tone-L","Color-RG-L","Color-RG-H",1,"Color"
9,10,9855,"nsRf1n4XhH","Color-11","Color","","","11","Color-RB-L","Color-RB-H","Speed-SP3-H","Speed-SP3-L",1,"Color"
10,11,12647,"nsRf1n4XhH","Color-11","Color","","","11","Speed-SP3-H","Speed-SP3-L","Color-RG-L","Color-RG-H",0,"Color"
11,12,8013,"nsRf1n4XhH","Color-11","Color","","","11","Shape-BK2-H","Shape-BK2-L","Color-RG-L","Color-RG-H",1,"Color"
12,13,6472,"nsRf1n4XhH","Color-11","Color","","","11","Amp-Tone-L","Amp-Tone-H","Color-RY-L","Color-RY-H",0,"Color"
13,14,6533,"nsRf1n4XhH","Color-11","Color","","","11","Shape-BK2-L","Shape-BK2-H","Color-RB-H","Color-RB-L",1,"Color"
14,15,5394,"nsRf1n4XhH","Color-11","Color","","","11","Color-RY-L","Color-RY-H","Size-Triangles-L","Size-Triangles-H",0,"Color"
15,16,4838,"nsRf1n4XhH","Color-11","Color","","","11","Brightness-Circles-H","Brightness-Circles-L","Color-YB-H","Color-YB-L",0,"Color"
16,17,5762,"nsRf1n4XhH","Color-11","Color","","","11","Color-RY-L","Color-RY-H","Noise-Piano-L","Noise-Piano-H",0,"Color"
17,18,6229,"nsRf1n4XhH","Color-11","Color","","","11","Color-RY-L","Color-RY-H","Amp-Tone-L","Amp-Tone-H",1,"Color"
18,19,4611,"nsRf1n4XhH","Color-11","Color","","","11","Speed-SP3-H","Speed-SP3-L","Color-YB-H","Color-YB-L",0,"Color"
19,20,7089,"nsRf1n4XhH","Color-11","Color","","","11","Color-YB-H","Color-YB-L","Noise-Piano-H","Noise-Piano-L",1,"Color"
20,21,6654,"nsRf1n4XhH","Color-11","Color","","","11","Color-YB-H","Color-YB-L","Shape-BK2-H","Shape-BK2-L",0,"Color"
21,22,4654,"nsRf1n4XhH","Color-11","Color","","","11","Color-RG-H","Color-RG-L","Size-Triangles-L","Size-Triangles-H",1,"Color"
22,23,5682,"nsRf1n4XhH","Color-11","Color","","","11","Color-RG-H","Color-RG-L","Brightness-Circles-L","Brightness-Circles-H",1,"Color"
