"X","trialNum","rt","subject","condition","Focal1","Focal2","Focal3","ParticipantNum","InducerL","InducerR","ConcurrentL","ConcurrentR","choice","DataSet"
33,34,7894,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Speed-SP1-L","Speed-SP1-H","Affect-HS-H","Affect-HS-L",1,"Main"
34,35,4933,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Size-Diamonds-L","Size-Diamonds-H","Brightness-Squares-H","Brightness-Squares-L",1,"Main"
35,36,13225,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Hum-L","Amp-Hum-H","Shape-BK3-L","Shape-BK3-H",0,"Main"
36,37,6452,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Speed-SP1-H","Speed-SP1-L","Affect-EB-L","Affect-EB-H",1,"Main"
37,38,6704,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-L","Amp-Tone-H","Speed-SP1-L","Speed-SP1-H",0,"Main"
38,39,5897,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-H","Amp-Tone-L","Affect-HS-L","Affect-HS-H",1,"Main"
39,40,6043,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Size-Diamonds-H","Size-Diamonds-L","Affect-EB-H","Affect-EB-L",0,"Main"
40,41,10661,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-SC-L","Affect-SC-H","Color-YB-L","Color-YB-H",0,"Main"
41,42,31027,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Pitch-Hum-L","Pitch-Hum-H","Affect-HS-L","Affect-HS-H",1,"Main"
42,43,5804,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-PD-L","Affect-PD-H","Size-Diamonds-H","Size-Diamonds-L",1,"Main"
43,44,24609,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Shape-BK3-H","Shape-BK3-L","Amp-Piano-H","Amp-Piano-L",0,"Main"
44,45,6170,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Noise-Tone-H","Noise-Tone-L","Affect-HS-L","Affect-HS-H",0,"Main"
45,46,6691,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Speed-SP1-H","Speed-SP1-L","Brightness-Diamonds-L","Brightness-Diamonds-H",0,"Main"
46,47,6650,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Circles-H","Brightness-Circles-L","Color-YB-L","Color-YB-H",1,"Main"
47,48,4826,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-H","Amp-Tone-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0,"Main"
48,49,5222,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-HS-H","Affect-HS-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0,"Main"
49,50,16753,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Size-Diamonds-H","Size-Diamonds-L","Amp-Piano-L","Amp-Piano-H",1,"Main"
50,51,6955,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-SC-L","Affect-SC-H","Size-Diamonds-L","Size-Diamonds-H",0,"Main"
51,52,7498,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Hum-L","Amp-Hum-H","Speed-SP1-L","Speed-SP1-H",0,"Main"
52,53,5986,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Triangles-H","Brightness-Triangles-L","Color-YB-H","Color-YB-L",0,"Main"
53,54,6126,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Speed-SP1-L","Speed-SP1-H","Amp-Piano-H","Amp-Piano-L",1,"Main"
54,55,6241,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Noise-Tone-H","Noise-Tone-L","Brightness-Squares-H","Brightness-Squares-L",1,"Main"
55,56,9335,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Size-Diamonds-H","Size-Diamonds-L","Amp-Pulse-H","Amp-Pulse-L",0,"Main"
56,57,16052,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-PD-H","Affect-PD-L","Amp-Tone-H","Amp-Tone-L",0,"Main"
57,58,5391,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-L","Amp-Tone-H","Brightness-Squares-L","Brightness-Squares-H",0,"Main"
58,59,13569,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Noise-Tone-H","Noise-Tone-L","Brightness-Diamonds-L","Brightness-Diamonds-H",0,"Main"
59,60,11553,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-L","Amp-Tone-H","Shape-BK3-L","Shape-BK3-H",0,"Main"
60,61,5863,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-SC-H","Affect-SC-L","Shape-BK3-H","Shape-BK3-L",0,"Main"
61,62,5579,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Shape-BK3-L","Shape-BK3-H","Affect-HS-H","Affect-HS-L",0,"Main"
62,63,5579,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Size-Diamonds-H","Size-Diamonds-L","Affect-HS-L","Affect-HS-H",1,"Main"
63,64,8560,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Pitch-Hum-L","Pitch-Hum-H","Affect-EB-H","Affect-EB-L",1,"Main"
64,65,5152,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Diamonds-H","Brightness-Diamonds-L","Affect-HS-H","Affect-HS-L",0,"Main"
65,66,34271,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Hum-L","Amp-Hum-H","Pitch-Hum-L","Pitch-Hum-H",1,"Main"
66,67,8465,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-SC-H","Affect-SC-L","Speed-SP1-L","Speed-SP1-H",1,"Main"
67,68,8668,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Circles-L","Brightness-Circles-H","Speed-SP1-H","Speed-SP1-L",1,"Main"
68,69,7127,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Diamonds-H","Brightness-Diamonds-L","Affect-EB-L","Affect-EB-H",1,"Main"
69,70,9045,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-L","Amp-Tone-H","Pitch-Hum-H","Pitch-Hum-L",0,"Main"
70,71,27813,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Hum-H","Amp-Hum-L","Noise-Tone-H","Noise-Tone-L",1,"Main"
71,72,7916,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Circles-H","Brightness-Circles-L","Amp-Tone-L","Amp-Tone-H",1,"Main"
72,73,5970,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Triangles-L","Brightness-Triangles-H","Size-Diamonds-H","Size-Diamonds-L",1,"Main"
73,74,3811,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Circles-L","Brightness-Circles-H","Size-Diamonds-L","Size-Diamonds-H",0,"Main"
74,75,5258,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Circles-H","Brightness-Circles-L","Shape-BK3-H","Shape-BK3-L",1,"Main"
75,76,7496,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Triangles-L","Brightness-Triangles-H","Pitch-Hum-H","Pitch-Hum-L",0,"Main"
76,77,11398,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Color-YB-H","Color-YB-L","Brightness-Squares-L","Brightness-Squares-H",1,"Main"
77,78,6783,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Diamonds-L","Brightness-Diamonds-H","Amp-Piano-H","Amp-Piano-L",1,"Main"
78,79,20692,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Noise-Tone-L","Noise-Tone-H","Amp-Piano-L","Amp-Piano-H",1,"Main"
79,80,21791,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-H","Amp-Tone-L","Noise-Tone-H","Noise-Tone-L",1,"Main"
80,81,6242,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Pitch-Hum-L","Pitch-Hum-H","Brightness-Diamonds-L","Brightness-Diamonds-H",1,"Main"
81,82,7172,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-SC-H","Affect-SC-L","Brightness-Diamonds-H","Brightness-Diamonds-L",0,"Main"
82,83,6517,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Triangles-L","Brightness-Triangles-H","Speed-SP1-H","Speed-SP1-L",1,"Main"
83,84,6873,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-H","Amp-Tone-L","Affect-EB-L","Affect-EB-H",1,"Main"
84,85,4235,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Color-YB-L","Color-YB-H","Affect-HS-L","Affect-HS-H",0,"Main"
85,86,4682,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Triangles-H","Brightness-Triangles-L","Shape-BK3-H","Shape-BK3-L",1,"Main"
86,87,5128,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-PD-L","Affect-PD-H","Color-YB-L","Color-YB-H",0,"Main"
87,88,6071,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Hum-L","Amp-Hum-H","Brightness-Diamonds-L","Brightness-Diamonds-H",0,"Main"
88,89,20107,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Pitch-Hum-L","Pitch-Hum-H","Amp-Piano-H","Amp-Piano-L",0,"Main"
89,90,6699,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-SC-H","Affect-SC-L","Amp-Tone-L","Amp-Tone-H",1,"Main"
90,91,8204,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Amp-Tone-L","Amp-Tone-H","Brightness-Diamonds-H","Brightness-Diamonds-L",1,"Main"
91,92,5963,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Brightness-Triangles-L","Brightness-Triangles-H","Noise-Tone-H","Noise-Tone-L",0,"Main"
92,93,4703,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Color-YB-H","Color-YB-L","Affect-EB-H","Affect-EB-L",0,"Main"
93,94,19468,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Noise-Tone-L","Noise-Tone-H","Amp-Pulse-H","Amp-Pulse-L",1,"Main"
94,95,14005,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Affect-PD-H","Affect-PD-L","Speed-SP1-L","Speed-SP1-H",1,"Main"
95,96,5243,"7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect","7","Shape-BK3-L","Shape-BK3-H","Brightness-Squares-L","Brightness-Squares-H",1,"Main"
0,1,6513,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-H","Shape-BK2-L","Affect-EB-L","Affect-EB-H",0,"Main"
1,2,6729,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-L","Speed-SP3-H","Size-Triangles-L","Size-Triangles-H",1,"Main"
2,3,13839,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Pitch-Tone-H","Pitch-Tone-L","Noise-Piano-L","Noise-Piano-H",1,"Main"
3,4,6516,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-H","Speed-SP3-L","Amp-Pulse-H","Amp-Pulse-L",0,"Main"
4,5,6633,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP1-H","Speed-SP1-L","Noise-Piano-L","Noise-Piano-H",0,"Main"
5,6,6780,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Pitch-Tone-L","Pitch-Tone-H","Speed-SP1-L","Speed-SP1-H",0,"Main"
6,7,5960,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-L","Shape-BK3-H","Noise-Tone-L","Noise-Tone-H",0,"Main"
7,8,11026,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-H","Noise-Tone-L","Amp-Pulse-L","Amp-Pulse-H",1,"Main"
8,9,4181,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-L","Speed-SP3-H","Noise-Tone-H","Noise-Tone-L",0,"Main"
9,10,5278,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Affect-EB-H","Affect-EB-L","Shape-BK4-H","Shape-BK4-L",1,"Main"
10,11,5207,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Brightness-Squares-L","Brightness-Squares-H","Shape-BK1-L","Shape-BK1-H",1,"Main"
11,12,5614,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP1-H","Speed-SP1-L","Shape-BK1-L","Shape-BK1-H",0,"Main"
12,13,4850,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-L","Shape-BK2-H","Brightness-Squares-H","Brightness-Squares-L",0,"Main"
13,14,8263,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-H","Speed-SP3-L","Shape-BK2-H","Shape-BK2-L",0,"Main"
14,15,5799,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-H","Shape-BK3-L","Amp-Pulse-H","Amp-Pulse-L",0,"Main"
15,16,4733,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-L","Shape-BK2-H","Speed-SP1-H","Speed-SP1-L",1,"Main"
16,17,7688,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-L","Speed-SP4-H","Pitch-Tone-H","Pitch-Tone-L",1,"Main"
17,18,24771,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-L","Noise-Tone-H","Shape-BK2-H","Shape-BK2-L",1,"Main"
18,19,4546,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-H","Speed-SP4-L","Amp-Pulse-H","Amp-Pulse-L",0,"Main"
19,20,3551,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-L","Speed-SP4-H","Size-Triangles-L","Size-Triangles-H",1,"Main"
20,21,4315,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-L","Noise-Tone-H","Shape-BK4-L","Shape-BK4-H",0,"Main"
21,22,4580,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-H","Speed-SP4-L","Brightness-Squares-H","Brightness-Squares-L",0,"Main"
22,23,5765,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Affect-EB-L","Affect-EB-H","Shape-BK1-H","Shape-BK1-L",1,"Main"
23,24,3335,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-L","Speed-SP4-H","Color-YB-H","Color-YB-L",1,"Main"
24,25,6833,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-L","Shape-BK3-H","Speed-SP1-L","Speed-SP1-H",0,"Main"
25,26,4886,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Affect-EB-H","Affect-EB-L","Speed-SP1-H","Speed-SP1-L",0,"Main"
26,27,2506,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Brightness-Squares-L","Brightness-Squares-H","Speed-SP1-H","Speed-SP1-L",1,"Main"
27,28,8275,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Pitch-Tone-H","Pitch-Tone-L","Noise-Pulse-L","Noise-Pulse-H",1,"Main"
28,29,17882,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Color-YB-H","Color-YB-L","Shape-BK4-H","Shape-BK4-L",0,"Main"
29,30,15890,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Amp-Pulse-H","Amp-Pulse-L","Noise-Pulse-H","Noise-Pulse-L",1,"Main"
30,31,7540,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-H","Noise-Tone-L","Size-Triangles-H","Size-Triangles-L",0,"Main"
31,32,4074,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Size-Triangles-L","Size-Triangles-H","Shape-BK4-H","Shape-BK4-L",1,"Main"
32,33,6334,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-H","Noise-Tone-L","Color-YB-L","Color-YB-H",0,"Main"
33,34,10729,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Size-Triangles-L","Size-Triangles-H","Shape-BK1-H","Shape-BK1-L",1,"Main"
34,35,3290,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-H","Shape-BK3-L","Affect-EB-H","Affect-EB-L",0,"Main"
35,36,9845,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-L","Noise-Tone-H","Brightness-Squares-L","Brightness-Squares-H",1,"Main"
36,37,4729,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-L","Speed-SP4-H","Noise-Tone-H","Noise-Tone-L",0,"Main"
37,38,4854,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-H","Speed-SP3-L","Brightness-Squares-L","Brightness-Squares-H",1,"Main"
38,39,9633,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-H","Shape-BK2-L","Size-Triangles-H","Size-Triangles-L",0,"Main"
39,40,10657,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-L","Shape-BK3-H","Brightness-Squares-H","Brightness-Squares-L",1,"Main"
40,41,5295,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Brightness-Squares-L","Brightness-Squares-H","Speed-SP2-H","Speed-SP2-L",1,"Main"
41,42,5986,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-H","Shape-BK2-L","Amp-Pulse-L","Amp-Pulse-H",1,"Main"
42,43,11769,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-L","Noise-Tone-H","Pitch-Tone-L","Pitch-Tone-H",1,"Main"
43,44,4914,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Pitch-Tone-L","Pitch-Tone-H","Shape-BK1-L","Shape-BK1-H",0,"Main"
44,45,4657,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-H","Noise-Hum-L","Color-YB-H","Color-YB-L",1,"Main"
45,46,4863,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-L","Shape-BK2-H","Noise-Tone-L","Noise-Tone-H",1,"Main"
46,47,5726,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Color-YB-L","Color-YB-H","Noise-Piano-H","Noise-Piano-L",0,"Main"
47,48,2943,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Color-YB-L","Color-YB-H","Speed-SP2-L","Speed-SP2-H",0,"Main"
48,49,4487,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP4-H","Speed-SP4-L","Shape-BK2-L","Shape-BK2-H",1,"Main"
49,50,13509,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-L","Shape-BK3-H","Pitch-Tone-L","Pitch-Tone-H",0,"Main"
50,51,7084,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Amp-Pulse-H","Amp-Pulse-L","Noise-Piano-H","Noise-Piano-L",0,"Main"
51,52,6195,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Amp-Pulse-L","Amp-Pulse-H","Shape-BK4-H","Shape-BK4-L",1,"Main"
52,53,6966,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Affect-EB-L","Affect-EB-H","Speed-SP2-H","Speed-SP2-L",1,"Main"
53,54,7162,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-H","Noise-Tone-L","Shape-BK1-L","Shape-BK1-H",0,"Main"
54,55,10032,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Pitch-Tone-L","Pitch-Tone-H","Shape-BK4-L","Shape-BK4-H",0,"Main"
55,56,5471,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Brightness-Squares-H","Brightness-Squares-L","Noise-Piano-L","Noise-Piano-H",0,"Main"
56,57,4225,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Amp-Pulse-H","Amp-Pulse-L","Speed-SP1-H","Speed-SP1-L",0,"Main"
57,58,4217,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-L","Speed-SP3-H","Pitch-Tone-H","Pitch-Tone-L",1,"Main"
58,59,6489,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-L","Noise-Hum-H","Pitch-Tone-L","Pitch-Tone-H",1,"Main"
59,60,4445,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Affect-EB-L","Affect-EB-H","Noise-Piano-H","Noise-Piano-L",0,"Main"
60,61,4282,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Color-YB-L","Color-YB-H","Speed-SP1-L","Speed-SP1-H",0,"Main"
61,62,4755,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Size-Triangles-L","Size-Triangles-H","Speed-SP2-L","Speed-SP2-H",1,"Main"
62,63,2506,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-H","Shape-BK3-L","Color-YB-H","Color-YB-L",0,"Main"
63,64,2193,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Brightness-Squares-H","Brightness-Squares-L","Shape-BK4-L","Shape-BK4-H",0,"Main"
64,65,5691,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-H","Noise-Hum-L","Size-Triangles-L","Size-Triangles-H",1,"Main"
65,66,5817,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Brightness-Squares-L","Brightness-Squares-H","Noise-Pulse-L","Noise-Pulse-H",1,"Main"
66,67,4366,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-L","Noise-Hum-H","Shape-BK2-L","Shape-BK2-H",1,"Main"
67,68,3490,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK3-H","Shape-BK3-L","Size-Triangles-L","Size-Triangles-H",0,"Main"
68,69,2537,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-L","Speed-SP3-H","Color-YB-H","Color-YB-L",1,"Main"
69,70,5290,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-L","Shape-BK2-H","Noise-Pulse-L","Noise-Pulse-H",1,"Main"
70,71,4106,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-H","Noise-Tone-L","Speed-SP2-L","Speed-SP2-H",0,"Main"
71,72,4242,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-L","Noise-Hum-H","Brightness-Squares-H","Brightness-Squares-L",0,"Main"
72,73,4184,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Color-YB-H","Color-YB-L","Shape-BK1-H","Shape-BK1-L",0,"Main"
73,74,2636,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP3-H","Speed-SP3-L","Affect-EB-H","Affect-EB-L",0,"Main"
74,75,5843,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-L","Shape-BK2-H","Speed-SP2-H","Speed-SP2-L",1,"Main"
75,76,22165,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Affect-EB-H","Affect-EB-L","Noise-Pulse-H","Noise-Pulse-L",0,"Main"
76,77,3074,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Speed-SP1-L","Speed-SP1-H","Shape-BK4-L","Shape-BK4-H",0,"Main"
77,78,7502,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Size-Triangles-H","Size-Triangles-L","Noise-Pulse-H","Noise-Pulse-L",0,"Main"
78,79,5636,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-L","Noise-Tone-H","Speed-SP1-L","Speed-SP1-H",1,"Main"
79,80,9654,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-H","Noise-Hum-L","Affect-EB-L","Affect-EB-H",0,"Main"
80,81,3317,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Shape-BK2-L","Shape-BK2-H","Speed-SP1-H","Speed-SP1-L",1,"Main"
81,82,5119,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Tone-L","Noise-Tone-H","Speed-SP1-L","Speed-SP1-H",1,"Main"
82,83,6870,"8a0mPUiYhL","Noise-Shape-Speed-4","Noise","Shape","Speed","4","Noise-Hum-L","Noise-Hum-H","Speed-SP1-L","Speed-SP1-H",1,"Main"
