"DataSet","Subject","Condition","Focal 1","Focal 2","Focal 3","TrialNum","Inducer","Concurrent","Comparison","Response"
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",5,"Pitch","Affect SC","Affect SC-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",6,"Shape","Amp","Amp-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",7,"Noise","Pitch","Noise-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",8,"Speed","Shape","Shape-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",9,"Affect HS","Pitch","Affect HS-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",10,"Shape","Affect SC","Affect SC-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",11,"Shape","Affect SC","Affect SC-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",12,"Color RG","Affect SC","Affect SC-Color RG",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",13,"Noise","Affect PD","Affect PD-Noise",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",14,"Brightness","Pitch","Brightness-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",15,"Pitch","Speed","Pitch-Speed",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",16,"Pitch","Shape","Pitch-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",17,"Pitch","Size","Pitch-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",18,"Affect HS","Noise","Affect HS-Noise",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",19,"Shape","Noise","Noise-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",20,"Speed","Shape","Shape-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",21,"Affect SC","Pitch","Affect SC-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",22,"Affect EB","Amp","Affect EB-Amp",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",23,"Shape","Speed","Shape-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",24,"Shape","Size","Shape-Size",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",25,"Pitch","Affect PD","Affect PD-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",26,"Noise","Shape","Noise-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",27,"Affect SC","Pitch","Affect SC-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",28,"Amp","Shape","Amp-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",29,"Pitch","Size","Pitch-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",30,"Amp","Affect PD","Affect PD-Amp",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",31,"Color RG","Shape","Color RG-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",32,"Brightness","Shape","Brightness-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",33,"Size","Affect PD","Affect PD-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",34,"Color RG","Affect PD","Affect PD-Color RG",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",35,"Shape","Amp","Amp-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",36,"Pitch","Amp","Amp-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",37,"Amp","Shape","Amp-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",38,"Amp","Affect SC","Affect SC-Amp",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",39,"Speed","Pitch","Pitch-Speed",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",40,"Pitch","Noise","Noise-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",41,"Noise","Pitch","Noise-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",42,"Affect HS","Color RG","Affect HS-Color RG",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",43,"Pitch","Affect SC","Affect SC-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",44,"Shape","Speed","Shape-Speed",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",45,"Affect HS","Shape","Affect HS-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",46,"Shape","Size","Shape-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",47,"Pitch","Shape","Pitch-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",48,"Pitch","Color RG","Color RG-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",49,"Size","Shape","Shape-Size",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",50,"Affect SC","Shape","Affect SC-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",51,"Shape","Pitch","Pitch-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",52,"Affect EB","Noise","Affect EB-Noise",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",53,"Size","Affect SC","Affect SC-Size",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",54,"Affect EB","Size","Affect EB-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",55,"Color RG","Pitch","Color RG-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",56,"Pitch","Brightness","Brightness-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",57,"Affect EB","Speed","Affect EB-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",58,"Pitch","Shape","Pitch-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",59,"Shape","Color RG","Color RG-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",60,"Speed","Affect PD","Affect PD-Speed",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",61,"Shape","Brightness","Brightness-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",62,"Pitch","Shape","Pitch-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",63,"Speed","Affect SC","Affect SC-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",64,"Brightness","Affect SC","Affect SC-Brightness",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",65,"Brightness","Shape","Brightness-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",66,"Shape","Affect SC","Affect SC-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",67,"Amp","Pitch","Amp-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",68,"Shape","Pitch","Pitch-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",69,"Affect EB","Color RG","Affect EB-Color RG",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",70,"Pitch","Brightness","Brightness-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",71,"Shape","Pitch","Pitch-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",72,"Affect HS","Size","Affect HS-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",73,"Pitch","Speed","Pitch-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",74,"Affect HS","Brightness","Affect HS-Brightness",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",75,"Pitch","Noise","Noise-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",76,"Affect SC","Shape","Affect SC-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",77,"Color RG","Pitch","Color RG-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",78,"Shape","Affect PD","Affect PD-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",79,"Shape","Brightness","Brightness-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",80,"Affect HS","Amp","Affect HS-Amp",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",81,"Affect EB","Shape","Affect EB-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",82,"Affect EB","Pitch","Affect EB-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",83,"Speed","Pitch","Pitch-Speed",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",84,"Size","Pitch","Pitch-Size",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",85,"Noise","Affect SC","Affect SC-Noise",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",86,"Brightness","Pitch","Brightness-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",87,"Shape","Pitch","Pitch-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",88,"Amp","Pitch","Amp-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",89,"Pitch","Amp","Amp-Pitch",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",90,"Affect EB","Brightness","Affect EB-Brightness",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",91,"Color RG","Shape","Color RG-Shape",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",92,"Pitch","Affect SC","Affect SC-Pitch",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",93,"Shape","Noise","Noise-Shape",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",94,"Size","Pitch","Pitch-Size",0
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",95,"Size","Shape","Shape-Size",1
"Main","mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect",96,"Shape","Color RG","Color RG-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",1,"Pitch","Shape","Pitch-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",2,"Size","Affect SC","Affect SC-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",3,"Speed","Pitch","Pitch-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",4,"Pitch","Brightness","Brightness-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",5,"Affect SC","Size","Affect SC-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",6,"Noise","Pitch","Noise-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",7,"Color RB","Speed","Color RB-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",8,"Color RB","Affect SC","Affect SC-Color RB",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",9,"Affect SC","Size","Affect SC-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",10,"Shape","Pitch","Pitch-Shape",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",11,"Size","Noise","Noise-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",12,"Color RB","Pitch","Color RB-Pitch",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",13,"Pitch","Brightness","Brightness-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",14,"Size","Shape","Shape-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",15,"Brightness","Color RG","Brightness-Color RG",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",16,"Amp","Pitch","Amp-Pitch",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",17,"Speed","Color YB","Color YB-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",18,"Pitch","Speed","Pitch-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",19,"Amp","Size","Amp-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",20,"Affect SC","Color YB","Affect SC-Color YB",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",21,"Shape","Pitch","Pitch-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",22,"Size","Affect SC","Affect SC-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",23,"Color RB","Amp","Amp-Color RB",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",24,"Pitch","Affect SC","Affect SC-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",25,"Shape","Size","Shape-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",26,"Noise","Color YB","Color YB-Noise",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",27,"Color RB","Pitch","Color RB-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",28,"Affect SC","Pitch","Affect SC-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",29,"Noise","Size","Noise-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",30,"Pitch","Shape","Pitch-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",31,"Size","Pitch","Pitch-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",32,"Brightness","Pitch","Brightness-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",33,"Amp","Color YB","Amp-Color YB",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",34,"Pitch","Size","Pitch-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",35,"Color RY","Brightness","Brightness-Color RY",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",36,"Brightness","Size","Brightness-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",37,"Shape","Color RG","Color RG-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",38,"Speed","Size","Size-Speed",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",39,"Brightness","Size","Brightness-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",40,"Color RY","Amp","Amp-Color RY",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",41,"Pitch","Noise","Noise-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",42,"Noise","Color RG","Color RG-Noise",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",43,"Size","Noise","Noise-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",44,"Color RB","Size","Color RB-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",45,"Color RY","Pitch","Color RY-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",46,"Affect SC","Color RG","Affect SC-Color RG",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",47,"Amp","Color RG","Amp-Color RG",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",48,"Size","Pitch","Pitch-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",49,"Speed","Pitch","Pitch-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",50,"Pitch","Noise","Noise-Pitch",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",51,"Size","Pitch","Pitch-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",52,"Brightness","Color YB","Brightness-Color YB",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",53,"Amp","Size","Amp-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",54,"Size","Amp","Amp-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",55,"Pitch","Speed","Pitch-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",56,"Color RB","Size","Color RB-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",57,"Size","Color YB","Color YB-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",58,"Pitch","Size","Pitch-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",59,"Size","Speed","Size-Speed",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",60,"Pitch","Color YB","Color YB-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",61,"Color RB","Brightness","Brightness-Color RB",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",62,"Color RY","Speed","Color RY-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",63,"Shape","Color YB","Color YB-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",64,"Size","Amp","Amp-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",65,"Color RB","Size","Color RB-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",66,"Affect SC","Pitch","Affect SC-Pitch",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",67,"Size","Brightness","Brightness-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",68,"Size","Color RG","Color RG-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",69,"Pitch","Color RG","Color RG-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",70,"Pitch","Size","Pitch-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",71,"Color RY","Noise","Color RY-Noise",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",72,"Pitch","Affect SC","Affect SC-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",73,"Shape","Size","Shape-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",74,"Size","Color RB","Color RB-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",75,"Brightness","Pitch","Brightness-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",76,"Speed","Size","Size-Speed",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",77,"Pitch","Color RB","Color RB-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",78,"Noise","Size","Noise-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",79,"Speed","Color RG","Color RG-Speed",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",80,"Pitch","Color RB","Color RB-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",81,"Size","Pitch","Pitch-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",82,"Color RB","Pitch","Color RB-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",83,"Size","Brightness","Brightness-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",84,"Color RB","Shape","Color RB-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",85,"Color RB","Noise","Color RB-Noise",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",86,"Size","Speed","Size-Speed",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",87,"Color RY","Shape","Color RY-Shape",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",88,"Size","Shape","Shape-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",89,"Amp","Pitch","Amp-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",90,"Noise","Pitch","Noise-Pitch",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",91,"Pitch","Amp","Amp-Pitch",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",92,"Color RY","Size","Color RY-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",93,"Pitch","Size","Pitch-Size",0
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",94,"Size","Color RB","Color RB-Size",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",95,"Pitch","Amp","Amp-Pitch",1
"Main","mUTHls7n2E","Pitch-Size-Color-14","Pitch","Size","Color",96,"Color RY","Affect SC","Affect SC-Color RY",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",1,"Color YB","Affect HS","Affect HS-Color YB",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",2,"Affect EB","Noise","Affect EB-Noise",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",3,"Color YB","Brightness","Brightness-Color YB",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",4,"Brightness","Amp","Amp-Brightness",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",5,"Pitch","Affect SC","Affect SC-Pitch",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",6,"Shape","Amp","Amp-Shape",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",7,"Brightness","Amp","Amp-Brightness",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",8,"Speed","Amp","Amp-Speed",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",9,"Brightness","Speed","Brightness-Speed",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",10,"Brightness","Size","Brightness-Size",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",11,"Shape","Amp","Amp-Shape",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",12,"Amp","Brightness","Amp-Brightness",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",13,"Size","Affect SC","Affect SC-Size",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",14,"Noise","Amp","Amp-Noise",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",15,"Amp","Noise","Amp-Noise",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",16,"Affect PD","Amp","Affect PD-Amp",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",17,"Affect EB","Size","Affect EB-Size",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",18,"Brightness","Pitch","Brightness-Pitch",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",19,"Affect EB","Shape","Affect EB-Shape",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",20,"Amp","Affect SC","Affect SC-Amp",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",21,"Shape","Brightness","Brightness-Shape",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",22,"Noise","Brightness","Brightness-Noise",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",23,"Brightness","Affect HS","Affect HS-Brightness",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",24,"Noise","Brightness","Brightness-Noise",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",25,"Affect PD","Speed","Affect PD-Speed",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",26,"Shape","Affect HS","Affect HS-Shape",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",27,"Brightness","Affect PD","Affect PD-Brightness",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",28,"Color YB","Affect SC","Affect SC-Color YB",0
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",29,"Affect PD","Color YB","Affect PD-Color YB",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",30,"Size","Amp","Amp-Size",1
"Main","NDlY1dCWvq","Brightness-Amp-Affect-13","Brightness","Amp","Affect",31,"Noise","Affect HS","Affect HS-Noise",0
